"results_id";"start";"duration";"class";"steps";"mi";"aee";"tee";"met";"vmu" 
529;"2015-06-28 03:42:00.00";60;"lying";0;0.00536;8.625;100.281;1.07;0
529;"2015-06-28 03:43:00.00";60;"lying";0;0.00479;7.656;99.205;1.06;0
529;"2015-06-28 03:44:00.00";60;"lying";0;0.005;8.013;99.601;1.06;0
529;"2015-06-28 03:45:00.00";60;"lying";0;0.00503;8.064;99.658;1.07;0
529;"2015-06-28 03:46:00.00";60;"lying";0;0.01399;23.3;116.586;1.23;159.959
529;"2015-06-28 03:47:00.00";60;"lying";0;0.0029;4.442;95.634;1.03;0
529;"2015-06-28 03:48:00.00";60;"lying";0;0.00313;4.833;96.068;1.03;0
529;"2015-06-28 03:49:00.00";60;"lying";0;0.00265;4.017;95.161;1.02;0
529;"2015-06-28 03:50:00.00";60;"lying";0;0.00275;4.187;95.35;1.02;0
529;"2015-06-28 03:51:00.00";60;"lying";0;0.00511;8.2;99.809;1.07;0
529;"2015-06-28 03:52:00.00";60;"lying";0;0.00366;5.735;97.07;1.04;0
529;"2015-06-28 03:53:00.00";60;"lying";0;0.00317;4.901;96.144;1.03;0
529;"2015-06-28 03:54:00.00";60;"lying";0;0.00324;5.02;96.276;1.03;0
529;"2015-06-28 03:55:00.00";60;"lying";0;0.00288;4.408;95.596;1.03;0
529;"2015-06-28 03:56:00.00";60;"lying";0;0.01114;18.453;111.202;1.18;65.89
529;"2015-06-28 03:57:00.00";60;"lying";0;0.00365;5.718;97.051;1.04;0
529;"2015-06-28 03:58:00.00";60;"lying";0;0.00273;4.153;95.313;1.02;0
529;"2015-06-28 03:59:00.00";60;"lying";0;0.00324;5.02;96.276;1.03;0
529;"2015-06-28 04:00:00.00";60;"lying";0;0.00373;5.854;97.202;1.04;0
529;"2015-06-28 04:01:00.00";60;"lying";0;0.00392;6.177;97.561;1.05;0
529;"2015-06-28 04:02:00.00";60;"lying";0;0.00287;4.391;95.577;1.03;0
529;"2015-06-28 04:03:00.00";60;"lying";0;0.0035;5.463;96.767;1.04;0
529;"2015-06-28 04:04:00.00";60;"lying";0;0.01288;21.412;114.489;1.21;203.84
529;"2015-06-28 04:05:00.00";60;"lying";0;0.00357;5.582;96.9;1.04;0
529;"2015-06-28 04:06:00.00";60;"lying";0;0.00304;4.68;95.898;1.03;0
529;"2015-06-28 04:07:00.00";60;"lying";0;0.00296;4.544;95.747;1.03;0
529;"2015-06-28 04:08:00.00";60;"lying";0;0.0026;3.932;95.067;1.02;0
529;"2015-06-28 04:09:00.00";60;"lying";0;0.00268;4.068;95.218;1.02;0
529;"2015-06-28 04:10:00.00";60;"lying";0;0.00278;4.238;95.407;1.02;0
529;"2015-06-28 04:11:00.00";60;"lying";0;0.00925;15.24;107.631;1.14;39.691
529;"2015-06-28 04:12:00.00";60;"lying";0;0.00289;4.425;95.615;1.03;0
529;"2015-06-28 04:13:00.00";60;"lying";0;0.00252;3.796;94.916;1.02;0
529;"2015-06-28 04:14:00.00";60;"lying";0;0.00239;3.575;94.67;1.02;0
529;"2015-06-28 04:15:00.00";60;"lying";0;0.00228;3.388;94.462;1.02;0
529;"2015-06-28 04:16:00.00";60;"lying";0;0.00234;3.49;94.576;1.02;0
529;"2015-06-28 04:17:00.00";60;"lying";0;0.00369;5.786;97.126;1.04;0
529;"2015-06-28 04:18:00.00";60;"lying";0;0.00269;4.085;95.237;1.02;0
529;"2015-06-28 04:19:00.00";60;"lying";0;0.00254;3.83;94.954;1.02;0
529;"2015-06-28 04:20:00.00";60;"lying";0;0.00286;4.374;95.558;1.03;0
529;"2015-06-28 04:21:00.00";60;"lying";0;0.00248;3.728;94.84;1.02;0
529;"2015-06-28 04:22:00.00";60;"lying";0;0.00422;6.687;98.128;1.05;0
529;"2015-06-28 04:23:00.00";60;"lying";0;0.00297;4.561;95.766;1.03;0
529;"2015-06-28 04:24:00.00";60;"lying";0;0.00286;4.374;95.558;1.03;0
529;"2015-06-28 04:25:00.00";60;"lying";0;0.01322;21.99;115.131;1.21;194.118
529;"2015-06-28 04:26:00.00";60;"lying";0;0.00278;4.238;95.407;1.02;0
529;"2015-06-28 04:27:00.00";60;"lying";0;0.00371;5.82;97.164;1.04;0
529;"2015-06-28 04:28:00.00";60;"lying";0;0.00253;3.813;94.935;1.02;0
529;"2015-06-28 04:29:00.00";60;"lying";0;0.00295;4.527;95.728;1.03;0
529;"2015-06-28 04:30:00.00";60;"lying";0;0.00201;2.929;93.952;1.01;0
529;"2015-06-28 04:31:00.00";60;"lying";0;0.00199;2.895;93.914;1.01;0
529;"2015-06-28 04:32:00.00";60;"lying";0;0.00203;2.963;93.99;1.01;0
529;"2015-06-28 04:33:00.00";60;"lying";0;0.00213;3.133;94.179;1.01;0
529;"2015-06-28 04:34:00.00";60;"lying";0;0.00216;3.184;94.236;1.01;0
529;"2015-06-28 04:35:00.00";60;"lying";0;0.00221;3.269;94.33;1.01;0
529;"2015-06-28 04:36:00.00";60;"lying";0;0.00231;3.439;94.519;1.02;0
529;"2015-06-28 04:37:00.00";60;"lying";0;0.00214;3.15;94.198;1.01;0
529;"2015-06-28 04:38:00.00";60;"lying";0;0.00251;3.779;94.897;1.02;0
529;"2015-06-28 04:39:00.00";60;"lying";0;0.01069;17.688;110.352;1.17;67.931
529;"2015-06-28 04:40:00.00";60;"lying";0;0.00334;5.19;96.465;1.03;0
529;"2015-06-28 04:41:00.00";60;"lying";0;0.00535;8.608;100.263;1.07;11.629
529;"2015-06-28 04:42:00.00";60;"lying";0;0.00244;3.66;94.765;1.02;0
529;"2015-06-28 04:43:00.00";60;"lying";0;0.0024;3.592;94.689;1.02;0
529;"2015-06-28 04:44:00.00";60;"lying";0;0.00241;3.609;94.708;1.02;0
529;"2015-06-28 04:45:00.00";60;"lying";0;0.00797;13.063;105.213;1.12;129.78
529;"2015-06-28 04:46:00.00";60;"lying";0;0.00395;6.228;97.618;1.05;0
529;"2015-06-28 04:47:00.00";60;"lying";0;0.00246;3.694;94.802;1.02;0
529;"2015-06-28 04:48:00.00";60;"lying";0;0.0026;3.932;95.067;1.02;0
529;"2015-06-28 04:49:00.00";60;"lying";0;0.00463;7.384;98.902;1.06;0
529;"2015-06-28 04:50:00.00";60;"lying";0;0.00243;3.643;94.746;1.02;0
529;"2015-06-28 04:51:00.00";60;"lying";0;0.00242;3.626;94.727;1.02;0
529;"2015-06-28 04:52:00.00";60;"lying";0;0.00778;12.74;104.854;1.11;25.821
529;"2015-06-28 04:53:00.00";60;"lying";0;0.00241;3.609;94.708;1.02;0
529;"2015-06-28 04:54:00.00";60;"lying";0;0.00941;15.512;107.933;1.14;131.846
529;"2015-06-28 04:55:00.00";60;"lying";0;0.00191;2.759;93.763;1.01;0
529;"2015-06-28 04:56:00.00";60;"lying";0;0.00512;8.217;99.828;1.07;10.122
529;"2015-06-28 04:57:00.00";60;"lying";0;0.00243;3.643;94.746;1.02;0
529;"2015-06-28 04:58:00.00";60;"lying";0;0.00261;3.949;95.086;1.02;0
529;"2015-06-28 04:59:00.00";60;"lying";0;0.00205;2.997;94.028;1.01;0
529;"2015-06-28 05:00:00.00";60;"lying";0;0.00326;5.054;96.314;1.03;0
529;"2015-06-28 05:01:00.00";60;"lying";0;0.00232;3.456;94.538;1.02;0
529;"2015-06-28 05:02:00.00";60;"lying";0;0.00487;7.792;99.356;1.06;0
529;"2015-06-28 05:03:00.00";60;"lying";0;0.00305;4.697;95.917;1.03;0
529;"2015-06-28 05:04:00.00";60;"lying";0;0.00295;4.527;95.728;1.03;0
529;"2015-06-28 05:05:00.00";60;"lying";0;0.00328;5.088;96.352;1.03;0
529;"2015-06-28 05:06:00.00";60;"lying";0;0.00266;4.034;95.18;1.02;0
529;"2015-06-28 05:07:00.00";60;"lying";0;0.00734;11.992;104.022;1.11;0
529;"2015-06-28 05:08:00.00";60;"lying";0;0.00449;7.146;98.638;1.06;0
529;"2015-06-28 05:09:00.00";60;"lying";0;0.00268;4.068;95.218;1.02;0
529;"2015-06-28 05:10:00.00";60;"lying";0;0.00206;3.014;94.047;1.01;0
529;"2015-06-28 05:11:00.00";60;"lying";0;0.00285;4.357;95.539;1.03;0
529;"2015-06-28 05:12:00.00";60;"lying";0;0.00373;5.854;97.202;1.04;0
529;"2015-06-28 05:13:00.00";60;"lying";0;0.00311;4.799;96.031;1.03;0
529;"2015-06-28 05:14:00.00";60;"lying";0;0.00282;4.306;95.483;1.03;0
529;"2015-06-28 05:15:00.00";60;"lying";0;0.00295;4.527;95.728;1.03;0
529;"2015-06-28 05:16:00.00";60;"lying";0;0.00314;4.85;96.087;1.03;0
529;"2015-06-28 05:17:00.00";60;"lying";0;0.00756;12.366;104.438;1.11;0
529;"2015-06-28 05:18:00.00";60;"lying";0;0.00301;4.629;95.842;1.03;0
529;"2015-06-28 05:19:00.00";60;"lying";0;0.00288;4.408;95.596;1.03;0
529;"2015-06-28 05:20:00.00";60;"lying";0;0.0054;8.693;100.357;1.07;0
529;"2015-06-28 05:21:00.00";60;"lying";0;0.00315;4.867;96.106;1.03;0
529;"2015-06-28 05:22:00.00";60;"lying";0;0.00242;3.626;94.727;1.02;0
529;"2015-06-28 05:23:00.00";60;"lying";0;0.00253;3.813;94.935;1.02;0
529;"2015-06-28 05:24:00.00";60;"lying";0;0.00278;4.238;95.407;1.02;0
529;"2015-06-28 05:25:00.00";60;"lying";0;0.00262;3.966;95.105;1.02;0
529;"2015-06-28 05:26:00.00";60;"lying";0;0.00347;5.412;96.711;1.04;0
529;"2015-06-28 05:27:00.00";60;"lying";0;0.00272;4.136;95.294;1.02;0
529;"2015-06-28 05:28:00.00";60;"lying";0;0.00285;4.357;95.539;1.03;0
529;"2015-06-28 05:29:00.00";60;"lying";0;0.00293;4.493;95.69;1.03;0
529;"2015-06-28 05:30:00.00";60;"lying";0;0.00285;4.357;95.539;1.03;0
529;"2015-06-28 05:31:00.00";60;"lying";0;0.00312;4.816;96.049;1.03;0
529;"2015-06-28 05:32:00.00";60;"lying";0;0.00319;4.935;96.182;1.03;0
529;"2015-06-28 05:33:00.00";60;"lying";0;0.00287;4.391;95.577;1.03;0
529;"2015-06-28 05:34:00.00";60;"lying";0;0.00297;4.561;95.766;1.03;0
529;"2015-06-28 05:35:00.00";60;"lying";0;0.00301;4.629;95.842;1.03;0
529;"2015-06-28 05:36:00.00";60;"lying";0;0.00318;4.918;96.163;1.03;0
529;"2015-06-28 05:37:00.00";60;"lying";0;0.00306;4.714;95.936;1.03;0
529;"2015-06-28 05:38:00.00";60;"lying";0;0.00289;4.425;95.615;1.03;0
529;"2015-06-28 05:39:00.00";60;"lying";0;0.0032;4.952;96.201;1.03;0
529;"2015-06-28 05:40:00.00";60;"lying";0;0.00324;5.02;96.276;1.03;0
529;"2015-06-28 05:41:00.00";60;"lying";0;0.00349;5.446;96.748;1.04;0
529;"2015-06-28 05:42:00.00";60;"lying";0;0.00318;4.918;96.163;1.03;0
529;"2015-06-28 05:43:00.00";60;"lying";0;0.0031;4.782;96.012;1.03;0
529;"2015-06-28 05:44:00.00";60;"lying";0;0.01444;24.065;117.436;1.24;186.049
529;"2015-06-28 05:45:00.00";60;"lying";0;0.00351;5.48;96.786;1.04;46.802
529;"2015-06-28 05:46:00.00";60;"lying";0;0.00247;3.711;94.821;1.02;0
529;"2015-06-28 05:47:00.00";60;"lying";0;0.0026;3.932;95.067;1.02;0
529;"2015-06-28 05:48:00.00";60;"lying";0;0.00269;4.085;95.237;1.02;0
529;"2015-06-28 05:49:00.00";60;"lying";0;0.00287;4.391;95.577;1.03;0
529;"2015-06-28 05:50:00.00";60;"lying";0;0.00358;5.599;96.918;1.04;0
529;"2015-06-28 05:51:00.00";60;"lying";0;0.00213;3.133;94.179;1.01;0
529;"2015-06-28 05:52:00.00";60;"lying";0;0.00232;3.456;94.538;1.02;0
529;"2015-06-28 05:53:00.00";60;"lying";0;0.0023;3.422;94.5;1.02;0
529;"2015-06-28 05:54:00.00";60;"lying";0;0.00244;3.66;94.765;1.02;0
529;"2015-06-28 05:55:00.00";60;"lying";0;0.0024;3.592;94.689;1.02;0
529;"2015-06-28 05:56:00.00";60;"lying";0;0.0021;3.082;94.122;1.01;0
529;"2015-06-28 05:57:00.00";60;"lying";0;0.0023;3.422;94.5;1.02;0
529;"2015-06-28 05:58:00.00";60;"lying";0;0.00412;6.517;97.939;1.05;0
529;"2015-06-28 05:59:00.00";60;"lying";0;0.00215;3.167;94.217;1.01;0
529;"2015-06-28 06:00:00.00";60;"lying";0;0.01411;23.504;116.813;1.23;183.602
529;"2015-06-28 06:01:00.00";60;"lying";0;0.00347;5.412;96.711;1.04;0
529;"2015-06-28 06:02:00.00";60;"lying";0;0.00392;6.177;97.561;1.05;0
529;"2015-06-28 06:03:00.00";60;"lying";0;0.00294;4.51;95.709;1.03;0
529;"2015-06-28 06:04:00.00";60;"lying";0;0.00576;9.305;101.037;1.08;0
529;"2015-06-28 06:05:00.00";60;"lying";0;0.003;4.612;95.823;1.03;0
529;"2015-06-28 06:06:00.00";60;"lying";0;0.00359;5.616;96.937;1.04;0
529;"2015-06-28 06:07:00.00";60;"lying";0;0.01184;19.644;112.524;1.19;202.965
529;"2015-06-28 06:08:00.00";60;"lying";0;0.00287;4.391;95.577;1.03;0
529;"2015-06-28 06:09:00.00";60;"lying";0;0.00573;9.254;100.981;1.08;6.357
529;"2015-06-28 06:10:00.00";60;"lying";0;0.0034;5.293;96.578;1.04;0
529;"2015-06-28 06:11:00.00";60;"lying";0;0.00391;6.16;97.542;1.05;0
529;"2015-06-28 06:12:00.00";60;"lying";0;0.01207;20.035;112.959;1.19;98.328
529;"2015-06-28 06:13:00.00";60;"lying";0;0.00224;3.32;94.387;1.01;0
529;"2015-06-28 06:14:00.00";60;"lying";0;0.00228;3.388;94.462;1.02;0
529;"2015-06-28 06:15:00.00";60;"lying";0;0.00694;11.312;103.267;1.1;0
529;"2015-06-28 06:16:00.00";60;"lying";0;0.00586;9.475;101.226;1.08;0
529;"2015-06-28 06:17:00.00";60;"lying";0;0.00408;6.449;97.863;1.05;0
529;"2015-06-28 06:18:00.00";60;"lying";0;0.00475;7.588;99.129;1.06;0
529;"2015-06-28 06:19:00.00";60;"lying";0;0.00449;7.146;98.638;1.06;0
529;"2015-06-28 06:20:00.00";60;"lying";0;0.00359;5.616;96.937;1.04;0
529;"2015-06-28 06:21:00.00";60;"lying";0;0.00336;5.224;96.503;1.04;0
529;"2015-06-28 06:22:00.00";60;"lying";0;0.00357;5.582;96.9;1.04;0
529;"2015-06-28 06:23:00.00";60;"lying";0;0.00354;5.531;96.843;1.04;0
529;"2015-06-28 06:24:00.00";60;"lying";0;0.00467;7.452;98.978;1.06;0
529;"2015-06-28 06:25:00.00";60;"lying";0;0.01283;21.327;114.395;1.21;106.542
529;"2015-06-28 06:26:00.00";60;"lying";0;0.00359;5.616;96.937;1.04;0
529;"2015-06-28 06:27:00.00";60;"lying";0;0.00359;5.616;96.937;1.04;0
529;"2015-06-28 06:28:00.00";60;"lying";0;0.00382;6.007;97.372;1.04;0
529;"2015-06-28 06:29:00.00";60;"lying";0;0.00402;6.347;97.75;1.05;0
529;"2015-06-28 06:30:00.00";60;"lying";0;0.00391;6.16;97.542;1.05;0
529;"2015-06-28 06:31:00.00";60;"lying";0;0.00447;7.112;98.6;1.06;0
529;"2015-06-28 06:32:00.00";60;"lying";0;0.00498;7.979;99.564;1.06;0
529;"2015-06-28 06:33:00.00";60;"lying";0;0.004;6.313;97.712;1.05;0
529;"2015-06-28 06:34:00.00";60;"lying";0;0.00341;5.31;96.597;1.04;0
529;"2015-06-28 06:35:00.00";60;"lying";0;0.00327;5.071;96.333;1.03;0
529;"2015-06-28 06:36:00.00";60;"lying";0;0.00315;4.867;96.106;1.03;0
529;"2015-06-28 06:37:00.00";60;"lying";0;0.00312;4.816;96.049;1.03;0
529;"2015-06-28 06:38:00.00";60;"lying";0;0.00319;4.935;96.182;1.03;0
529;"2015-06-28 06:39:00.00";60;"lying";0;0.00319;4.935;96.182;1.03;0
529;"2015-06-28 06:40:00.00";60;"lying";0;0.00287;4.391;95.577;1.03;0
529;"2015-06-28 06:41:00.00";60;"lying";0;0.003;4.612;95.823;1.03;0
529;"2015-06-28 06:42:00.00";60;"lying";0;0.00308;4.748;95.974;1.03;0
529;"2015-06-28 06:43:00.00";60;"lying";0;0.00293;4.493;95.69;1.03;0
529;"2015-06-28 06:44:00.00";60;"lying";0;0.00308;4.748;95.974;1.03;0
529;"2015-06-28 06:45:00.00";60;"lying";0;0.00295;4.527;95.728;1.03;0
529;"2015-06-28 06:46:00.00";60;"lying";0;0.00287;4.391;95.577;1.03;0
529;"2015-06-28 06:47:00.00";60;"lying";0;0.00295;4.527;95.728;1.03;0
529;"2015-06-28 06:48:00.00";60;"lying";0;0.00286;4.374;95.558;1.03;0
529;"2015-06-28 06:49:00.00";60;"lying";0;0.00314;4.85;96.087;1.03;0
529;"2015-06-28 06:50:00.00";60;"lying";0;0.00324;5.02;96.276;1.03;0
529;"2015-06-28 06:51:00.00";60;"lying";0;0.00327;5.071;96.333;1.03;0
529;"2015-06-28 06:52:00.00";44.53;"lying";0;0.02067;34.658;129.207;1.35;105.593
529;"2015-06-28 06:52:44.53";15.47;"standing";0;0.02109;32.989;127.352;1.26;0
529;"2015-06-28 06:53:00.00";60;"standing";0;0.0134;28.106;121.927;1.22;7.749
529;"2015-06-28 06:54:00.00";60;"standing";0;0.01008;25.999;119.585;1.2;0
529;"2015-06-28 06:55:00.00";60;"standing";0;0.00902;25.326;118.837;1.19;0
529;"2015-06-28 06:56:00.00";60;"standing";0;0.01272;27.675;121.448;1.21;68.538
529;"2015-06-28 06:57:00.00";60;"standing";0;0.01086;26.494;120.135;1.2;0
529;"2015-06-28 06:58:00.00";22.01;"standing";0;0.03177;39.769;134.886;1.33;44.501
529;"2015-06-28 06:58:22.01";37.99;"lying";0;0.02934;49.4;145.587;1.5;346.894
529;"2015-06-28 06:59:00.00";60;"lying";0;0.00506;8.115;99.715;1.07;0
529;"2015-06-28 07:00:00.00";60;"lying";0;0.00491;7.86;99.431;1.06;0
529;"2015-06-28 07:01:00.00";60;"lying";0;0.00656;10.666;102.549;1.09;0
529;"2015-06-28 07:02:00.00";60;"lying";0;0.00369;5.786;97.126;1.04;0
529;"2015-06-28 07:03:00.00";60;"lying";0;0.00401;6.33;97.731;1.05;0
529;"2015-06-28 07:04:00.00";60;"lying";0;0.00448;7.129;98.619;1.06;0
529;"2015-06-28 07:05:00.00";60;"lying";0;0.00339;5.276;96.56;1.04;0
529;"2015-06-28 07:06:00.00";60;"lying";0;0.00484;7.741;99.299;1.06;0
529;"2015-06-28 07:07:00.00";60;"lying";0;0.00488;7.809;99.375;1.06;0
529;"2015-06-28 07:08:00.00";60;"lying";0;0.00422;6.687;98.128;1.05;0
529;"2015-06-28 07:09:00.00";60;"lying";0;0.0118;19.576;112.449;1.19;190.424
529;"2015-06-28 07:10:00.00";60;"lying";0;0.0035;5.463;96.767;1.04;0
529;"2015-06-28 07:11:00.00";60;"lying";0;0.004;6.313;97.712;1.05;0
529;"2015-06-28 07:12:00.00";60;"lying";0;0.0052;8.353;99.979;1.07;0
529;"2015-06-28 07:13:00.00";60;"lying";0;0.00263;3.983;95.124;1.02;0
529;"2015-06-28 07:14:00.00";60;"lying";0;0.00363;5.684;97.013;1.04;0
529;"2015-06-28 07:15:00.00";60;"lying";0;0.00303;4.663;95.879;1.03;0
529;"2015-06-28 07:16:00.00";60;"lying";0;0.0025;3.762;94.878;1.02;0
529;"2015-06-28 07:17:00.00";60;"lying";0;0.00831;13.641;105.855;1.12;52.177
529;"2015-06-28 07:18:00.00";60;"lying";0;0.00479;7.656;99.205;1.06;0
529;"2015-06-28 07:19:00.00";60;"lying";0;0.00461;7.35;98.864;1.06;0
529;"2015-06-28 07:20:00.00";60;"lying";0;0.00514;8.251;99.866;1.07;0
529;"2015-06-28 07:21:00.00";60;"lying";0;0.00834;13.692;105.912;1.13;0
529;"2015-06-28 07:22:00.00";60;"lying";0;0.00448;7.129;98.619;1.06;0
529;"2015-06-28 07:23:00.00";60;"lying";0;0.00505;8.098;99.696;1.07;0
529;"2015-06-28 07:24:00.00";60;"lying";0;0.0049;7.843;99.412;1.06;0
529;"2015-06-28 07:25:00.00";60;"lying";0;0.01334;22.194;115.358;1.22;30.635
529;"2015-06-28 07:26:00.00";60;"lying";0;0.00454;7.231;98.732;1.06;0
529;"2015-06-28 07:27:00.00";60;"lying";0;0.00635;10.309;102.152;1.09;0
529;"2015-06-28 07:28:00.00";60;"lying";0;0.00553;8.914;100.603;1.07;0
529;"2015-06-28 07:29:00.00";60;"lying";0;0.0044;6.993;98.468;1.05;0
529;"2015-06-28 07:30:00.00";60;"lying";0;0.00395;6.228;97.618;1.05;0
529;"2015-06-28 07:31:00.00";60;"lying";0;0.00464;7.401;98.921;1.06;0
529;"2015-06-28 07:32:00.00";60;"lying";0;0.005;8.013;99.601;1.06;0
529;"2015-06-28 07:33:00.00";60;"lying";0;0.00486;7.775;99.337;1.06;0
529;"2015-06-28 07:34:00.00";60;"lying";0;0.01835;30.713;124.824;1.31;300.48
529;"2015-06-28 07:35:00.00";60;"lying";0;0.00316;4.884;96.125;1.03;0
529;"2015-06-28 07:36:00.00";60;"lying";0;0.00864;14.203;106.478;1.13;48
529;"2015-06-28 07:37:00.00";60;"lying";0;0.00513;8.234;99.847;1.07;0
529;"2015-06-28 07:38:00.00";60;"lying";0;0.00677;11.023;102.945;1.1;33.482
529;"2015-06-28 07:39:00.00";60;"lying";0;0.00732;11.958;103.985;1.11;9.289
529;"2015-06-28 07:40:00.00";60;"lying";0;0.0045;7.163;98.657;1.06;0
529;"2015-06-28 07:41:00.00";60;"lying";0;0.00484;7.741;99.299;1.06;0
529;"2015-06-28 07:42:00.00";60;"lying";0;0.00553;8.914;100.603;1.07;0
529;"2015-06-28 07:43:00.00";60;"lying";0;0.00552;8.897;100.584;1.07;0
529;"2015-06-28 07:44:00.00";60;"lying";0;0.00479;7.656;99.205;1.06;0
529;"2015-06-28 07:45:00.00";60;"lying";0;0.00632;10.258;102.095;1.09;0
529;"2015-06-28 07:46:00.00";60;"lying";0;0.00679;11.057;102.983;1.1;0
529;"2015-06-28 07:47:00.00";60;"lying";0;0.00623;10.105;101.925;1.09;4.827
529;"2015-06-28 07:48:00.00";60;"lying";0;0.00557;8.982;100.678;1.08;0
529;"2015-06-28 07:49:00.00";60;"lying";0;0.00496;7.945;99.526;1.06;0
529;"2015-06-28 07:50:00.00";60;"lying";0;0.00523;8.404;100.036;1.07;0
529;"2015-06-28 07:51:00.00";60;"lying";0;0.00678;11.04;102.964;1.1;20.948
529;"2015-06-28 07:52:00.00";60;"lying";0;0.004;6.313;97.712;1.05;0
529;"2015-06-28 07:53:00.00";60;"lying";0;0.00271;4.119;95.275;1.02;0
529;"2015-06-28 07:54:00.00";60;"lying";0;0.00364;5.701;97.032;1.04;0
529;"2015-06-28 07:55:00.00";60;"lying";0;0.0035;5.463;96.767;1.04;0
529;"2015-06-28 07:56:00.00";60;"lying";0;0.00288;4.408;95.596;1.03;0
529;"2015-06-28 07:57:00.00";60;"lying";0;0.00323;5.003;96.257;1.03;0
529;"2015-06-28 07:58:00.00";60;"lying";0;0.00274;4.17;95.331;1.02;0
529;"2015-06-28 07:59:00.00";60;"lying";0;0.00283;4.323;95.502;1.03;0
529;"2015-06-28 08:00:00.00";60;"lying";0;0.00275;4.187;95.35;1.02;0
529;"2015-06-28 08:01:00.00";60;"lying";0;0.00237;3.541;94.632;1.02;0
529;"2015-06-28 08:02:00.00";60;"lying";0;0.00219;3.235;94.292;1.01;0
529;"2015-06-28 08:03:00.00";60;"lying";0;0.00239;3.575;94.67;1.02;0
529;"2015-06-28 08:04:00.00";60;"lying";0;0.00258;3.898;95.029;1.02;0
529;"2015-06-28 08:05:00.00";60;"lying";0;0.00446;7.095;98.581;1.06;0
529;"2015-06-28 08:06:00.00";60;"lying";0;0.00311;4.799;96.031;1.03;0
529;"2015-06-28 08:07:00.00";60;"lying";0;0.00273;4.153;95.313;1.02;0
529;"2015-06-28 08:08:00.00";60;"lying";0;0.00435;6.908;98.373;1.05;0
529;"2015-06-28 08:09:00.00";60;"lying";0;0.0033;5.122;96.389;1.03;0
529;"2015-06-28 08:10:00.00";60;"lying";0;0.00312;4.816;96.049;1.03;0
529;"2015-06-28 08:11:00.00";60;"lying";0;0.01083;17.926;110.616;1.17;59.287
529;"2015-06-28 08:12:00.00";60;"lying";0;0.0071;11.584;103.569;1.1;0
529;"2015-06-28 08:13:00.00";60;"lying";0;0.00572;9.237;100.962;1.08;0
529;"2015-06-28 08:14:00.00";60;"lying";0;0.01156;19.168;111.995;1.18;6.523
529;"2015-06-28 08:15:00.00";60;"lying";0;0.00635;10.309;102.152;1.09;0
529;"2015-06-28 08:16:00.00";60;"lying";0;0.00607;9.833;101.623;1.08;0
529;"2015-06-28 08:17:00.00";60;"lying";0;0.00642;10.428;102.284;1.09;0
529;"2015-06-28 08:18:00.00";60;"lying";0;0.00818;13.42;105.609;1.12;0
529;"2015-06-28 08:19:00.00";60;"lying";0;0.01378;22.943;116.19;1.22;223.473
529;"2015-06-28 08:20:00.00";60;"lying";0;0.00538;8.659;100.319;1.07;0
529;"2015-06-28 08:21:00.00";60;"lying";0;0.0065;10.564;102.435;1.09;0
529;"2015-06-28 08:22:00.00";60;"lying";0;0.00521;8.37;99.998;1.07;0
529;"2015-06-28 08:23:00.00";60;"lying";0;0.00577;9.322;101.056;1.08;0
529;"2015-06-28 08:24:00.00";60;"lying";0;0.01709;28.571;122.443;1.28;135.398
529;"2015-06-28 08:25:00.00";60;"lying";0;0.12709;215.613;330.268;3.27;2080.243
529;"2015-06-28 08:26:00.00";60;"lying";0;0.05067;85.67;185.886;1.89;607.628
529;"2015-06-28 08:27:00.00";60;"lying";0;0.12829;217.654;332.535;3.29;1748.112
529;"2015-06-28 08:28:00.00";60;"lying";0;0.05897;99.783;201.568;2.04;760.72
529;"2015-06-28 08:29:00.00";60;"lying";0;0.00878;14.441;106.743;1.13;45.405
529;"2015-06-28 08:30:00.00";60;"lying";0;0.00774;12.672;104.778;1.11;49.551
529;"2015-06-28 08:31:00.00";60;"lying";0;0.00243;3.643;94.746;1.02;0
529;"2015-06-28 08:32:00.00";60;"lying";0;0.00197;2.861;93.877;1.01;0
529;"2015-06-28 08:33:00.00";60;"lying";0;0.00195;2.827;93.839;1.01;0
529;"2015-06-28 08:34:00.00";60;"lying";0;0.00183;2.623;93.612;1.01;0
529;"2015-06-28 08:35:00.00";60;"lying";0;0.0019;2.742;93.744;1.01;0
529;"2015-06-28 08:36:00.00";60;"lying";0;0.00342;5.327;96.616;1.04;0
529;"2015-06-28 08:37:00.00";60;"lying";0;0.01005;16.6;109.142;1.16;17.453
529;"2015-06-28 08:38:00.00";60;"lying";0;0.00892;14.679;107.007;1.14;32.236
529;"2015-06-28 08:39:00.00";60;"lying";0;0.00473;7.554;99.091;1.06;0
529;"2015-06-28 08:40:00.00";60;"lying";0;0.00457;7.282;98.789;1.06;0
529;"2015-06-28 08:41:00.00";60;"lying";0;0.00583;9.424;101.169;1.08;0
529;"2015-06-28 08:42:00.00";60;"lying";0;0.00417;6.602;98.033;1.05;0
529;"2015-06-28 08:43:00.00";60;"lying";0;0.00488;7.809;99.375;1.06;0
529;"2015-06-28 08:44:00.00";60;"lying";0;0.00476;7.605;99.148;1.06;0
529;"2015-06-28 08:45:00.00";60;"lying";0;0.00472;7.537;99.072;1.06;0
529;"2015-06-28 08:46:00.00";60;"lying";0;0.00531;8.54;100.187;1.07;0
529;"2015-06-28 08:47:00.00";60;"lying";0;0.01555;25.952;119.534;1.26;63.981
